Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Satisfaction Score,Total Delay Time
0,1,0.462,1,0,0.745,5,0.0,1,0.582,5.0
0,1,0.654,1,0,0.064,0,0.0,1,0.725,0.0
1,1,0.474,0,1,0.016,20,23.0,0,0.507,43.0
0,1,0.808,0,1,0.105,0,1.0,0,0.729,1.0
0,1,0.5,1,0,0.088,0,0.0,1,0.911,0.0
0,1,0.308,1,0,0.148,0,0.0,1,0.675,0.0
1,1,0.718,0,1,0.099,0,0.0,0,0.589,0.0
0,0,0.154,1,1,0.092,0,0.0,0,0.571,0.0
1,1,0.538,0,1,0.068,0,0.0,0,0.671,0.0
1,0,0.282,1,1,0.198,0,0.0,1,0.579,0.0
0,0,0.231,1,1,0.184,3,0.0,1,0.711,3.0
1,1,0.526,1,0,0.507,0,0.0,1,0.757,0.0
1,0,0.295,1,2,0.143,0,0.0,0,0.543,0.0
0,1,0.205,0,1,0.15,2,0.0,0,0.786,2.0
1,1,0.615,0,1,0.186,0,0.0,0,0.557,0.0
1,1,0.654,0,1,0.105,0,0.0,0,0.421,0.0
1,1,0.705,0,1,0.055,59,54.0,0,0.729,113.0
0,1,0.564,1,0,0.472,16,17.0,1,0.864,33.0
1,1,0.782,0,1,0.376,0,0.0,1,0.564,0.0
1,0,0.333,1,1,0.069,4,0.0,0,0.382,4.0
1,1,0.692,0,1,0.098,10,13.0,0,0.421,23.0
0,1,0.308,0,1,0.032,0,0.0,0,0.739,0.0
1,1,0.603,0,1,0.082,0,0.0,0,0.696,0.0
1,1,0.385,1,1,0.085,15,3.0,0,0.6,18.0
0,1,0.218,0,1,0.101,0,0.0,0,0.604,0.0
1,0,0.205,1,1,0.037,11,13.0,0,0.468,24.0
1,1,0.218,0,1,0.297,0,0.0,0,0.739,0.0
1,1,0.615,1,0,0.565,0,0.0,1,0.679,0.0
1,1,0.513,1,1,0.079,0,0.0,1,0.825,0.0
0,1,0.128,1,0,0.207,6,0.0,1,0.775,6.0
0,1,0.359,1,1,0.019,0,0.0,1,0.804,0.0
0,1,0.372,1,1,0.113,0,0.0,1,0.721,0.0
1,1,0.564,1,0,0.044,1,1.0,1,0.818,2.0
0,1,0.462,1,0,0.748,0,0.0,1,0.921,0.0
1,0,0.372,1,1,0.029,0,0.0,0,0.646,0.0
1,1,0.577,0,0,0.069,13,9.0,0,0.389,22.0
1,1,0.526,1,0,0.059,2,6.0,0,0.607,8.0
0,0,0.231,1,1,0.069,0,1.0,1,0.789,1.0
1,1,0.641,0,2,0.062,0,0.0,0,0.45,0.0
1,1,0.577,1,0,0.167,0,2.0,1,0.511,2.0
1,0,0.731,1,1,0.042,1,0.0,0,0.529,1.0
0,0,0.256,1,0,0.424,0,0.0,0,0.554,0.0
1,0,0.41,1,0,0.048,0,0.0,0,0.514,0.0
1,1,0.372,1,1,0.036,32,33.0,0,0.464,65.0
1,1,0.538,1,0,0.424,20,2.0,1,0.768,22.0
0,1,0.705,1,1,0.162,0,0.0,0,0.525,0.0
0,1,0.41,1,0,0.725,0,0.0,0,0.543,0.0
1,1,0.09,0,1,0.494,3,21.0,0,0.654,24.0
0,1,0.551,1,0,0.28,5,28.0,1,0.729,33.0
1,1,0.718,1,0,0.629,0,1.0,1,0.543,1.0
1,0,0.346,1,1,0.06,0,0.0,0,0.496,0.0
0,1,0.423,1,0,0.535,0,0.0,0,0.429,0.0
0,1,0.577,1,0,0.044,0,0.0,1,0.725,0.0
0,1,0.551,1,0,0.729,0,12.0,1,0.646,12.0
0,1,0.538,1,0,0.306,18,1.0,1,0.618,19.0
0,1,0.513,0,1,0.178,15,33.0,1,0.464,48.0
1,0,0.218,1,1,0.089,0,0.0,0,0.55,0.0
1,1,0.641,1,0,0.489,11,0.0,0,0.375,11.0
0,0,0.449,1,0,0.04,31,41.0,0,0.496,72.0
1,1,0.333,1,1,0.06,65,55.0,0,0.496,120.0
1,1,0.397,1,0,0.125,0,0.0,0,0.325,0.0
0,1,0.526,1,0,0.018,0,2.0,1,0.65,2.0
1,1,0.718,0,1,0.397,66,49.0,0,0.546,115.0
1,0,0.423,1,0,0.02,0,0.0,0,0.539,0.0
1,1,0.526,0,2,0.213,0,0.0,1,0.571,0.0
1,1,0.128,0,1,0.145,0,0.0,0,0.811,0.0
1,1,0.603,1,1,0.169,28,42.0,0,0.414,70.0
1,1,0.538,0,1,0.111,0,0.0,0,0.743,0.0
1,1,0.603,0,2,0.145,0,6.0,0,0.421,6.0
0,1,0.513,1,0,0.648,0,7.0,1,0.489,7.0
0,1,0.692,0,1,0.204,0,0.0,0,0.532,0.0
0,1,0.385,1,2,0.068,0,0.0,1,0.65,0.0
1,1,0.705,0,2,0.064,0,0.0,0,0.468,0.0
0,1,0.487,0,1,0.169,40,41.0,0,0.586,81.0
1,1,0.564,1,0,0.322,3,0.0,1,0.729,3.0
0,1,0.179,1,0,0.205,2,6.0,1,0.693,8.0
0,1,0.487,1,0,0.115,1,0.0,0,0.386,1.0
0,1,0.372,1,0,0.704,0,0.0,0,0.268,0.0
1,1,0.346,0,2,0.101,108,137.0,0,0.632,245.0
1,1,0.423,0,1,0.038,14,15.0,0,0.504,29.0
0,1,0.462,1,0,0.612,0,0.0,1,0.743,0.0
0,1,0.167,1,0,0.287,12,26.0,0,0.646,38.0
0,1,0.487,1,0,0.751,0,0.0,1,0.821,0.0
1,1,0.628,1,0,0.244,19,17.0,1,0.786,36.0
0,1,0.538,1,0,0.338,5,0.0,1,0.782,5.0
0,1,0.705,0,1,0.083,0,1.0,0,0.521,1.0
0,1,0.333,1,0,0.72,0,0.0,1,0.546,0.0
0,0,0.218,1,1,0.184,0,0.0,0,0.539,0.0
0,1,0.41,1,0,0.349,0,0.0,1,0.657,0.0
0,1,0.769,0,1,0.23,64,60.0,0,0.664,124.0
0,1,0.5,1,0,0.217,0,0.0,1,0.907,0.0
1,1,0.179,1,0,0.205,0,0.0,1,0.589,0.0
1,1,0.628,1,1,0.061,38,27.0,1,0.607,65.0
0,1,0.372,1,0,0.033,0,0.0,1,0.804,0.0
1,1,0.808,0,1,0.06,21,12.0,0,0.55,33.0
0,1,0.705,1,1,0.044,0,0.0,0,0.375,0.0
0,1,0.551,1,0,0.199,0,0.0,1,0.618,0.0
0,1,0.731,1,1,0.011,0,0.0,1,0.739,0.0
1,1,0.423,0,1,0.235,0,1.0,0,0.6,1.0
1,1,0.795,0,1,0.23,42,34.0,0,0.268,76.0
0,1,0.295,1,1,0.19,0,0.0,1,0.668,0.0
0,1,0.282,0,0,0.074,39,48.0,0,0.593,87.0
1,1,0.654,0,1,0.032,0,1.0,0,0.793,1.0
0,1,0.731,0,1,0.347,0,0.0,1,0.614,0.0
0,1,0.462,0,1,0.186,0,0.0,0,0.604,0.0
1,1,0.731,0,1,0.131,44,48.0,1,0.621,92.0
0,0,0.41,0,1,0.033,0,0.0,0,0.55,0.0
1,1,0.564,1,1,0.286,0,0.0,1,0.614,0.0
0,1,0.551,1,0,0.195,9,5.0,1,0.911,14.0
1,1,0.333,0,2,0.151,0,0.0,0,0.546,0.0
1,1,0.692,1,0,0.347,0,0.0,1,0.546,0.0
0,1,0.795,1,0,0.074,0,2.0,1,0.421,2.0
1,1,0.782,0,1,0.125,21,3.0,0,0.639,24.0
1,0,0.244,1,1,0.113,115,116.0,0,0.457,231.0
1,1,0.449,0,1,0.167,0,2.0,0,0.568,2.0
0,1,0.372,1,1,0.074,55,83.0,0,0.618,138.0
1,1,0.487,1,0,0.069,10,7.0,1,0.864,17.0
1,1,0.487,1,0,0.68,1,0.0,1,0.857,1.0
0,1,0.564,0,1,0.116,0,0.0,1,0.657,0.0
0,1,0.295,1,2,0.163,0,0.0,1,0.696,0.0
1,1,0.641,1,0,0.479,7,0.0,1,0.789,7.0
1,1,0.167,0,2,0.168,2,0.0,0,0.218,2.0
1,0,0.474,1,0,0.048,0,0.0,1,0.818,0.0
1,1,0.295,1,0,0.115,0,0.0,1,0.771,0.0
1,1,0.487,1,1,0.22,0,0.0,0,0.436,0.0
0,1,0.359,0,1,0.022,0,0.0,0,0.411,0.0
1,1,0.577,1,0,0.023,0,3.0,0,0.614,3.0
0,1,0.564,1,1,0.046,0,0.0,1,0.404,0.0
1,1,0.769,0,1,0.041,0,0.0,0,0.657,0.0
0,1,0.5,1,1,0.047,0,0.0,0,0.521,0.0
1,1,0.244,1,2,0.128,5,0.0,1,0.654,5.0
1,1,0.282,1,0,0.517,0,0.0,1,0.821,0.0
0,1,0.679,1,0,0.316,0,0.0,1,0.618,0.0
1,1,0.5,1,1,0.114,5,0.0,1,0.621,5.0
0,1,0.769,1,2,0.056,0,0.0,0,0.357,0.0
0,1,0.333,0,1,0.06,0,0.0,0,0.55,0.0
0,1,0.5,0,1,0.123,0,0.0,1,0.636,0.0
0,1,0.333,1,0,0.2,0,0.0,0,0.679,0.0
1,0,0.244,1,1,0.322,4,6.0,0,0.657,10.0
1,0,0.423,1,0,0.044,19,15.0,0,0.625,34.0
1,1,0.141,0,1,0.064,0,0.0,0,0.843,0.0
0,0,0.167,1,1,0.215,1,0.0,0,0.65,1.0
1,1,0.692,0,1,0.083,0,2.0,0,0.661,2.0
1,1,0.731,0,1,0.125,0,0.0,0,0.389,0.0
1,0,0.231,1,0,0.192,0,0.0,0,0.668,0.0
0,1,0.628,1,1,0.104,67,53.0,1,0.696,120.0
1,0,0.244,1,0,0.393,59,44.0,0,0.518,103.0
0,1,0.295,1,0,0.019,0,0.0,0,0.604,0.0
1,1,0.333,1,0,0.098,39,24.0,1,0.836,63.0
0,1,0.269,1,0,0.506,219,213.0,0,0.571,432.0
0,1,0.115,0,1,0.097,55,40.0,0,0.711,95.0
1,0,0.231,1,2,0.141,0,0.0,0,0.421,0.0
1,1,0.436,1,0,0.534,0,0.0,1,0.696,0.0
1,1,0.679,0,2,0.123,2,0.0,0,0.389,2.0
1,1,0.513,0,1,0.037,0,13.0,0,0.532,13.0
1,1,0.641,1,0,0.302,1,1.0,1,0.443,2.0
1,1,0.59,1,0,0.186,0,0.0,1,0.782,0.0
1,0,0.756,1,1,0.271,4,0.0,0,0.582,4.0
0,1,0.462,0,1,0.042,0,0.0,0,0.45,0.0
0,1,0.641,1,0,0.527,0,14.0,0,0.593,14.0
1,1,0.474,1,0,0.21,107,111.0,1,0.682,218.0
1,1,0.244,1,0,0.511,0,0.0,0,0.636,0.0
0,1,0.923,1,2,0.091,0,0.0,0,0.561,0.0
1,1,0.308,1,1,0.08,5,0.0,1,0.379,5.0
1,0,0.436,1,0,0.234,150,149.0,1,0.696,299.0
1,1,0.423,1,0,0.104,0,0.0,1,0.743,0.0
0,1,0.551,1,0,0.249,25,52.0,1,0.868,77.0
1,1,0.551,1,0,0.137,27,44.0,1,0.729,71.0
1,1,0.526,1,0,0.236,0,0.0,0,0.736,0.0
1,1,0.462,1,0,0.039,0,0.0,1,0.65,0.0
1,1,0.359,0,2,0.217,0,0.0,1,0.675,0.0
0,1,0.141,0,1,0.331,0,10.0,0,0.504,10.0
0,1,0.231,1,0,0.738,10,52.0,0,0.543,62.0
1,1,0.564,1,0,0.104,0,0.0,1,0.771,0.0
0,1,0.282,0,1,0.078,0,0.0,0,0.429,0.0
0,1,0.551,1,0,0.014,23,24.0,1,0.804,47.0
0,1,0.679,1,0,0.076,0,13.0,0,0.529,13.0
0,1,0.154,0,1,0.08,2,13.0,0,0.714,15.0
0,1,0.179,0,1,0.148,22,23.0,0,0.593,45.0
0,0,0.244,1,1,0.147,15,0.0,0,0.443,15.0
0,1,0.59,1,0,0.045,5,4.0,1,0.582,9.0
0,0,0.141,1,1,0.273,0,2.0,1,0.671,2.0
0,0,0.436,1,1,0.014,0,0.0,0,0.654,0.0
0,1,0.641,1,1,0.079,0,0.0,1,0.725,0.0
1,0,0.167,1,1,0.139,4,0.0,1,0.675,4.0
0,1,0.487,0,1,0.032,0,0.0,0,0.657,0.0
1,1,0.641,1,0,0.461,0,0.0,1,0.679,0.0
0,0,0.051,1,1,0.175,17,15.0,0,0.561,32.0
0,1,0.641,1,0,0.513,9,18.0,1,0.664,27.0
1,1,0.333,0,1,0.289,177,152.0,0,0.596,329.0
0,1,0.244,1,0,0.717,0,0.0,1,0.821,0.0
0,1,0.269,1,0,0.705,6,0.0,0,0.586,6.0
0,1,0.282,0,1,0.144,0,0.0,0,0.686,0.0
0,1,0.333,0,1,0.041,0,11.0,0,0.557,11.0
1,1,0.397,0,1,0.148,0,0.0,0,0.636,0.0
1,1,0.436,1,0,0.232,0,0.0,1,0.575,0.0
0,1,0.782,1,1,0.065,0,0.0,1,0.539,0.0
0,1,0.564,1,2,0.236,0,0.0,1,0.411,0.0
0,0,0.385,1,1,0.06,4,6.0,0,0.539,10.0
0,0,0.244,1,0,0.117,23,19.0,1,0.739,42.0
0,1,0.526,1,1,0.126,0,0.0,0,0.65,0.0
0,1,0.103,1,2,0.217,0,0.0,1,0.471,0.0
1,1,0.744,0,2,0.17,5,2.0,0,0.593,7.0
1,1,0.372,1,0,0.059,0,0.0,1,0.671,0.0
0,1,0.526,1,0,0.169,24,8.0,1,0.714,32.0
1,0,0.231,1,1,0.122,1,0.0,0,0.636,1.0
0,0,0.167,1,1,0.059,29,19.0,0,0.579,48.0
0,1,0.641,0,1,0.039,0,0.0,0,0.739,0.0
1,1,0.731,0,1,0.306,0,0.0,0,0.636,0.0
1,1,0.359,0,1,0.279,43,29.0,0,0.486,72.0
0,0,0.205,1,1,0.211,0,0.0,1,0.879,0.0
1,0,0.218,1,1,0.139,12,2.0,0,0.643,14.0
0,1,0.59,0,1,0.048,90,89.0,0,0.714,179.0
0,1,0.295,1,0,0.213,0,0.0,0,0.314,0.0
1,1,0.346,1,0,0.037,0,0.0,1,0.768,0.0
0,1,0.577,1,0,0.383,75,75.0,1,0.546,150.0
1,1,0.333,1,0,0.048,49,38.0,0,0.5,87.0
0,1,0.385,1,0,0.085,9,0.0,0,0.446,9.0
0,1,0.385,1,1,0.076,17,37.0,0,0.675,54.0
0,0,0.41,1,1,0.014,10,9.0,0,0.589,19.0
0,0,0.256,1,1,0.125,0,19.0,0,0.582,19.0
1,1,0.192,1,0,0.235,0,0.0,0,0.657,0.0
0,1,0.526,0,1,0.044,0,23.0,0,0.607,23.0
0,1,0.244,0,1,0.247,2,0.0,1,0.796,2.0
1,1,0.449,1,0,0.536,0,0.0,1,0.571,0.0
0,1,0.397,1,0,0.778,0,0.0,1,0.846,0.0
1,1,0.679,1,0,0.516,0,0.0,1,0.782,0.0
1,0,0.167,1,1,0.062,0,0.0,0,0.557,0.0
1,1,0.731,0,2,0.064,0,0.0,0,0.646,0.0
0,1,0.385,0,1,0.148,0,0.0,1,0.904,0.0
1,1,0.192,1,0,0.309,4,2.0,0,0.404,6.0
0,1,0.244,1,0,0.765,0,0.0,1,0.5,0.0
1,1,0.564,1,1,0.085,8,1.0,0,0.486,9.0
1,0,0.218,1,0,0.197,34,32.0,1,0.536,66.0
0,1,0.487,1,0,0.397,4,0.0,1,0.654,4.0
1,1,0.615,1,0,0.37,0,3.0,1,0.804,3.0
0,1,0.526,0,1,0.331,0,0.0,0,0.539,0.0
0,1,0.269,1,0,0.237,0,0.0,1,0.875,0.0
0,1,0.731,0,1,0.114,0,0.0,0,0.707,0.0
1,1,0.679,0,1,0.143,0,0.0,0,0.4,0.0
0,0,0.372,1,0,0.168,14,0.0,0,0.629,14.0
1,1,0.397,1,0,0.349,0,8.0,1,0.55,8.0
0,1,0.718,0,1,0.51,0,13.0,0,0.643,13.0
1,0,0.346,1,0,0.104,0,1.0,0,0.621,1.0
0,0,0.359,1,0,0.293,0,0.0,0,0.614,0.0
1,1,0.513,0,1,0.163,204,205.0,0,0.5,409.0
0,1,0.256,1,0,0.387,0,0.0,1,0.654,0.0
1,0,0.372,1,1,0.122,108,120.0,0,0.7,228.0
1,1,0.141,0,2,0.134,0,0.0,1,0.625,0.0
1,0,0.346,1,1,0.092,55,60.0,0,0.611,115.0
1,1,0.564,1,0,0.57,0,1.0,1,0.636,1.0
0,0,0.192,1,1,0.074,62,66.0,0,0.611,128.0
0,1,0.436,1,0,0.021,67,51.0,1,0.589,118.0
1,1,0.051,0,1,0.119,0,0.0,0,0.689,0.0
0,1,0.295,1,0,0.666,3,0.0,0,0.593,3.0
0,1,0.513,1,0,0.062,0,0.0,1,0.861,0.0
0,1,0.564,1,0,0.428,6,28.0,1,0.579,34.0
0,0,0.244,1,1,0.203,0,2.0,0,0.768,2.0
1,1,0.192,0,1,0.154,102,106.0,0,0.586,208.0
0,1,0.359,1,1,0.105,0,0.0,0,0.532,0.0
1,1,0.449,1,0,0.331,0,0.0,1,0.721,0.0
1,1,0.321,0,1,0.298,0,0.0,0,0.636,0.0
0,1,0.359,1,0,0.475,24,13.0,1,0.754,37.0
0,1,0.321,1,0,0.315,4,0.0,0,0.454,4.0
0,1,0.679,1,0,0.772,0,0.0,0,0.732,0.0
1,1,0.397,1,0,0.595,5,0.0,1,0.879,5.0
1,1,0.128,0,1,0.133,0,3.0,0,0.539,3.0
0,1,0.513,1,0,0.698,2,0.0,1,0.757,2.0
0,1,0.474,1,0,0.421,0,0.0,1,0.664,0.0
0,0,0.308,1,0,0.367,5,0.0,0,0.825,5.0
1,1,0.513,1,0,0.042,0,0.0,1,0.861,0.0
0,1,0.628,0,1,0.198,0,0.0,0,0.525,0.0
0,1,0.462,1,0,0.464,5,0.0,1,0.854,5.0
1,0,0.692,1,2,0.068,0,0.0,0,0.286,0.0
0,1,0.269,0,1,0.195,3,4.0,0,0.707,7.0
1,1,0.308,1,1,0.068,7,0.0,0,0.5,7.0
1,0,0.167,1,1,0.032,2,0.0,1,0.636,2.0
0,1,0.538,1,0,0.657,0,0.0,1,0.764,0.0
1,1,0.615,1,0,0.055,0,0.0,1,0.421,0.0
0,1,0.141,1,1,0.133,9,22.0,0,0.646,31.0
1,1,0.526,0,1,0.458,0,0.0,0,0.65,0.0
0,1,0.705,1,0,0.575,0,0.0,0,0.404,0.0
0,1,0.474,1,0,0.347,0,0.0,1,0.804,0.0
1,1,0.564,1,0,0.749,55,39.0,1,0.607,94.0
0,1,0.59,1,0,0.601,0,0.0,1,0.679,0.0
1,0,0.385,1,1,0.189,1,0.0,0,0.579,1.0
1,1,0.192,1,0,0.594,0,0.0,1,0.65,0.0
0,1,0.372,0,1,0.076,0,0.0,0,0.525,0.0
1,1,0.628,1,1,0.058,0,0.0,1,0.621,0.0
0,1,0.051,0,1,0.087,0,0.0,0,0.482,0.0
0,1,0.641,1,0,0.468,10,17.0,1,0.804,27.0
1,1,0.59,1,0,0.464,0,0.0,1,0.686,0.0
1,0,0.423,1,0,0.042,0,0.0,0,0.625,0.0
0,1,0.564,1,0,0.151,70,70.0,1,0.557,140.0
0,1,0.0,1,0,0.391,58,65.0,0,0.646,123.0
1,1,0.41,1,0,0.451,30,16.0,1,0.907,46.0
1,1,0.449,1,0,0.574,0,0.0,1,0.832,0.0
0,1,0.051,0,1,0.033,0,0.0,0,0.607,0.0
0,1,0.308,0,1,0.083,0,6.0,0,0.607,6.0
1,1,0.397,0,1,0.114,0,0.0,0,0.607,0.0
0,0,0.641,1,2,0.032,14,14.0,0,0.607,28.0
1,1,0.692,0,1,0.448,2,0.0,0,0.6,2.0
1,0,0.103,1,1,0.088,0,0.0,1,0.507,0.0
0,1,0.667,0,1,0.185,80,81.0,0,0.689,161.0
0,1,0.372,1,0,0.425,14,0.0,0,0.604,14.0
0,1,0.321,1,0,0.139,0,0.0,1,0.789,0.0
1,1,0.462,1,0,0.37,7,0.0,1,0.675,7.0
0,1,0.09,1,0,0.513,36,51.0,0,0.504,87.0
1,1,0.462,1,0,0.704,0,0.0,1,0.771,0.0
1,0,0.167,1,2,0.048,0,9.0,0,0.732,9.0
1,1,0.41,1,0,0.797,0,0.0,1,0.832,0.0
1,0,0.372,1,0,0.133,40,38.0,0,0.568,78.0
1,1,0.679,1,2,0.125,0,0.0,1,0.825,0.0
0,1,0.269,0,1,0.259,0,0.0,0,0.807,0.0
1,1,0.654,1,0,0.119,0,0.0,1,0.586,0.0
0,1,0.423,1,0,0.516,0,0.0,1,0.85,0.0
0,1,0.526,1,1,0.381,35,21.0,0,0.443,56.0
1,1,0.205,0,1,0.096,0,0.0,0,0.546,0.0
1,1,0.103,1,0,0.104,0,26.0,1,0.729,26.0
1,0,0.41,1,0,0.234,23,18.0,0,0.582,41.0
1,1,0.41,1,0,0.083,18,14.0,0,0.443,32.0
0,1,0.5,1,1,0.054,4,0.0,0,0.589,4.0
1,1,0.346,1,0,0.188,64,68.0,0,0.464,132.0
0,1,0.577,0,2,0.131,0,7.0,0,0.718,7.0
1,1,0.423,1,0,0.354,0,19.0,1,0.604,19.0
0,1,0.564,1,0,0.132,3,4.0,1,0.7,7.0
1,1,0.0,0,1,0.078,0,0.0,0,0.421,0.0
0,1,0.59,0,1,0.085,8,33.0,0,0.521,41.0
1,1,0.449,1,0,0.597,0,0.0,1,0.582,0.0
1,1,0.423,0,1,0.039,0,0.0,0,0.575,0.0
0,1,0.269,1,0,0.313,20,11.0,1,0.768,31.0
0,1,0.192,1,2,0.235,0,0.0,1,0.729,0.0
0,1,0.577,1,0,0.345,0,0.0,1,0.743,0.0
0,1,0.628,0,1,0.393,0,0.0,0,0.636,0.0
1,1,0.449,1,0,0.293,0,0.0,1,0.818,0.0
0,1,0.41,1,0,0.761,0,0.0,1,0.593,0.0
0,1,0.795,0,1,0.027,0,0.0,1,0.643,0.0
0,1,0.538,1,0,0.731,0,0.0,1,0.593,0.0
0,1,0.526,1,1,0.054,69,74.0,1,0.721,143.0
0,1,0.551,1,1,0.183,0,0.0,0,0.411,0.0
1,1,0.487,0,1,0.195,0,0.0,0,0.614,0.0
0,1,0.179,0,2,0.126,31,16.0,0,0.679,47.0
1,1,0.577,1,0,0.442,116,124.0,1,0.729,240.0
1,1,0.5,1,0,0.458,0,2.0,1,0.875,2.0
0,1,0.026,0,1,0.061,0,0.0,0,0.582,0.0
0,1,0.205,1,0,0.342,0,2.0,0,0.611,2.0
0,1,0.5,1,0,0.229,0,0.0,1,0.721,0.0
1,1,0.628,1,1,0.067,17,41.0,1,0.654,58.0
0,1,0.103,0,1,0.148,22,11.0,0,0.632,33.0
0,0,0.423,1,0,0.109,4,8.0,0,0.571,12.0
1,0,0.167,1,1,0.066,0,0.0,0,0.561,0.0
0,1,0.59,1,0,0.338,0,0.0,1,0.675,0.0
0,1,0.026,0,1,0.22,0,0.0,0,0.725,0.0
0,0,0.269,1,0,0.183,22,61.0,0,0.693,83.0
1,1,0.115,0,1,0.12,3,24.0,0,0.682,27.0
0,1,0.423,1,0,0.121,8,7.0,0,0.343,15.0
0,1,0.051,0,1,0.299,1,1.0,0,0.771,2.0
0,1,0.269,1,2,0.046,0,0.0,1,0.668,0.0
0,1,0.603,0,1,0.055,0,4.0,0,0.561,4.0
1,1,0.231,0,1,0.537,20,0.0,0,0.729,20.0
0,0,0.256,1,0,0.095,0,0.0,1,0.511,0.0
1,1,0.667,1,1,0.309,14,19.0,0,0.421,33.0
1,0,0.385,1,1,0.055,0,0.0,1,0.521,0.0
0,0,0.385,1,0,0.231,0,0.0,0,0.746,0.0
1,1,0.372,0,2,0.078,42,57.0,0,0.389,99.0
1,0,0.372,1,1,0.023,0,0.0,0,0.686,0.0
1,1,0.564,1,0,0.736,42,31.0,1,0.818,73.0
0,0,0.205,1,1,0.041,61,148.0,0,0.443,209.0
0,1,0.372,0,1,0.084,23,17.0,0,0.614,40.0
0,1,0.308,0,1,0.099,16,25.0,0,0.543,41.0
1,1,0.538,1,1,0.114,0,0.0,1,0.657,0.0
0,0,0.282,1,0,0.192,1,0.0,0,0.689,1.0
1,1,0.244,0,1,0.084,0,1.0,0,0.496,1.0
1,1,0.244,0,1,0.303,0,0.0,0,0.35,0.0
0,1,0.256,1,0,0.115,0,0.0,0,0.654,0.0
0,1,0.551,1,0,0.349,0,0.0,1,0.743,0.0
0,1,0.218,1,2,0.055,0,3.0,1,0.486,3.0
1,1,0.077,0,1,0.04,0,0.0,1,0.464,0.0
0,1,0.333,1,0,0.168,9,13.0,1,0.861,22.0
0,1,0.231,1,0,0.147,6,0.0,1,0.757,6.0
0,1,0.615,0,1,0.179,0,0.0,0,0.55,0.0
0,0,0.256,1,1,0.125,0,1.0,0,0.739,1.0
1,1,0.462,1,0,0.423,0,0.0,1,0.711,0.0
0,1,0.526,0,1,0.021,10,18.0,0,0.382,28.0
0,1,0.269,0,1,0.08,3,2.0,0,0.421,5.0
1,1,0.526,1,0,0.377,2,0.0,1,0.282,2.0
1,1,0.218,0,1,0.131,0,6.0,0,0.575,6.0
1,1,0.462,1,1,0.085,10,22.0,0,0.407,32.0
1,1,0.641,1,0,0.303,0,0.0,1,0.729,0.0
0,1,0.487,1,0,0.352,25,17.0,1,0.696,42.0
1,1,0.41,1,1,0.214,0,0.0,1,0.721,0.0
0,1,0.513,0,1,0.148,37,22.0,0,0.725,59.0
0,1,0.346,1,0,0.334,0,10.0,1,0.657,10.0
1,1,0.564,1,0,0.041,0,0.0,1,0.757,0.0
0,1,0.564,1,0,0.405,0,0.0,1,0.693,0.0
0,0,0.705,1,1,0.244,5,8.0,0,0.6,13.0
1,1,0.295,1,0,0.472,10,4.0,0,0.664,14.0
1,1,0.769,0,1,0.06,2,0.0,0,0.682,2.0
1,0,0.346,1,1,0.024,2,3.0,0,0.507,5.0
1,1,0.128,0,2,0.178,1,21.0,0,0.521,22.0
1,1,0.308,1,0,0.603,0,0.0,1,0.632,0.0
0,1,0.474,0,1,0.225,108,126.0,0,0.575,234.0
1,1,0.654,1,0,0.765,8,0.0,1,0.836,8.0
1,1,0.641,1,0,0.164,226,223.0,1,0.586,449.0
0,1,0.756,0,1,0.235,1,0.0,0,0.471,1.0
1,0,0.462,1,0,0.23,0,0.0,1,0.718,0.0
1,1,0.436,1,0,0.764,50,58.0,1,0.882,108.0
1,1,0.538,1,1,0.103,0,0.0,0,0.343,0.0
1,1,0.423,1,0,0.741,0,0.0,1,0.836,0.0
1,1,0.628,0,1,0.084,0,0.0,0,0.729,0.0
0,1,0.192,1,0,0.766,82,75.0,1,0.661,157.0
0,0,0.462,1,1,0.113,0,0.0,0,0.493,0.0
1,0,0.179,1,1,0.224,16,5.0,0,0.379,21.0
1,0,0.026,1,1,0.187,0,0.0,1,0.686,0.0
0,1,0.372,0,1,0.186,0,0.0,0,0.539,0.0
1,0,0.231,1,1,0.204,1,4.0,0,0.554,5.0
0,1,0.128,1,0,0.067,0,0.0,1,0.646,0.0
1,1,0.577,1,0,0.248,0,0.0,1,0.65,0.0
0,1,0.218,0,1,0.047,6,14.0,0,0.561,20.0
1,1,0.628,1,1,0.121,0,0.0,1,0.793,0.0
1,1,0.744,0,2,0.494,0,5.0,0,0.471,5.0
0,1,0.218,0,1,0.02,3,2.0,0,0.693,5.0
1,1,0.628,1,0,0.793,0,0.0,1,0.804,0.0
0,1,0.538,1,1,0.279,33,14.0,0,0.486,47.0
0,1,0.564,1,0,0.545,0,11.0,1,0.682,11.0
0,1,0.013,0,2,0.131,17,31.0,0,0.571,48.0
0,1,0.436,0,2,0.289,0,0.0,0,0.732,0.0
0,0,0.385,1,0,0.216,17,26.0,0,0.529,43.0
1,1,0.615,1,0,0.733,0,3.0,1,0.725,3.0
0,1,0.5,1,0,0.324,21,1.0,1,0.5,22.0
1,1,0.756,0,1,0.067,1,32.0,0,0.639,33.0
1,1,0.333,1,0,0.182,0,0.0,1,0.668,0.0
0,0,0.333,1,1,0.034,4,8.0,0,0.436,12.0
1,1,0.244,0,0,0.177,0,19.0,1,0.9,19.0
1,1,0.667,1,1,0.08,0,0.0,0,0.768,0.0
