Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Satisfaction Score
1,1,2,1,1,0.0939014539579967,5,4,3,3,1,1,5,5,5,5,5,5,5,3,0.0,0.0,1,3.928571428571429
1,0,1,1,1,0.0502827140549273,3,3,3,2,5,3,4,5,2,2,3,3,3,5,0.0,0.0358744394618834,0,3.2857142857142856
0,0,1,1,1,0.0662358642972536,2,3,2,3,4,2,4,4,3,1,3,1,4,4,0.0,0.0,0,2.857142857142857
0,1,2,0,0,0.0413974151857835,4,4,4,3,5,2,2,3,3,4,3,1,3,1,0.000886524822695,0.0,0,3.0
0,1,2,1,0,0.4573909531502423,3,3,3,3,5,5,4,5,5,5,5,3,5,3,0.00177304964539,0.0,1,4.071428571428571
1,1,3,0,1,0.0086833602584814,3,1,3,4,4,3,3,4,4,3,4,1,4,3,0.0,0.0,0,3.142857142857143
1,1,2,1,0,0.5117124394184168,3,3,3,3,5,3,4,5,5,4,5,5,5,3,0.0,0.0035874439461883,1,4.0
1,1,1,1,0,0.132875605815832,2,2,2,2,3,3,3,3,4,2,5,5,5,3,0.0425531914893617,0.0412556053811659,1,3.142857142857143
0,1,2,1,0,0.2435379644588045,2,2,2,2,5,5,5,5,2,4,3,5,3,5,0.1728723404255319,0.1614349775784753,1,3.571428571428572
0,0,1,1,1,0.0415993537964458,1,3,1,4,2,1,2,2,5,5,5,2,2,2,0.0,0.0,0,2.642857142857143
0,1,0,0,2,0.0141357027463651,2,5,2,3,3,2,2,3,3,4,5,3,4,3,0.0,0.000896860986547,0,3.142857142857143
0,0,1,1,0,0.0761308562197092,1,1,1,2,1,1,1,1,5,4,4,3,5,1,0.0,0.0,0,2.2142857142857144
1,1,1,1,0,0.5563408723747981,3,3,2,3,2,4,4,3,3,4,3,4,3,5,0.0,0.0,1,3.2857142857142856
0,1,2,1,0,0.3309773828756058,1,1,1,1,2,4,4,4,4,4,4,5,4,3,0.0,0.0,1,3.0
1,0,1,1,2,0.0599757673667205,5,5,5,2,3,5,3,3,3,4,3,1,4,3,0.0,0.0,1,3.5
0,1,2,0,1,0.2148626817447496,2,1,2,4,4,2,4,4,3,4,4,2,3,4,0.0,0.0,0,3.071428571428572
1,1,2,0,0,0.1407512116316639,2,3,2,4,3,4,3,4,4,2,4,1,4,3,0.0053191489361702,0.0,0,3.071428571428572
1,1,1,1,2,0.1472132471728594,4,1,1,1,4,3,4,4,2,4,4,2,3,4,0.0070921985815602,0.010762331838565,0,2.9285714285714284
0,1,2,1,2,0.1072294022617124,4,5,5,5,4,4,4,4,2,3,5,1,2,4,0.0549645390070921,0.0412556053811659,1,3.7142857142857135
1,1,0,0,0,0.0593699515347334,1,3,1,3,3,1,3,3,4,4,4,4,3,3,0.0,0.0,0,2.857142857142857
0,0,1,1,1,0.2435379644588045,4,4,4,2,5,4,3,5,3,2,4,1,3,5,0.0,0.0,1,3.5
1,1,0,0,1,0.0609854604200323,3,1,3,3,5,3,3,5,1,1,3,2,2,5,0.0,0.0,0,2.857142857142857
1,1,2,1,1,0.0246365105008077,1,4,4,4,4,4,3,1,1,1,1,4,1,2,0.0239361702127659,0.0358744394618834,0,2.5
0,1,2,0,1,0.0682552504038772,3,1,3,4,1,3,1,1,1,2,4,2,3,1,0.0,0.0,0,2.142857142857143
0,1,2,1,0,0.5210016155088854,1,4,4,4,2,1,1,3,5,4,4,1,1,1,0.1072695035460992,0.1174887892376681,0,2.571428571428572
1,0,1,1,1,0.077140549273021,1,3,2,4,2,2,2,5,5,3,3,2,3,2,0.1640070921985815,0.1578475336322869,0,2.7857142857142856
1,1,1,1,2,0.2011308562197092,5,2,2,2,5,5,5,5,5,1,1,2,2,5,0.0,0.0,1,3.357142857142857
0,1,2,1,0,0.1966882067851373,2,2,2,2,5,4,5,5,5,5,5,3,5,3,0.0062056737588652,0.0,1,3.7857142857142856
0,1,0,0,1,0.0866316639741518,3,3,3,1,1,3,1,1,2,4,4,5,4,1,0.0,0.0,0,2.571428571428572
0,1,1,1,2,0.1173263327948303,2,5,5,5,2,2,1,2,3,3,3,3,4,2,0.0,0.0035874439461883,0,3.0
1,1,3,0,2,0.1768982229402262,3,1,3,2,5,3,2,5,5,3,3,2,5,4,0.0,0.0,0,3.2857142857142856
0,1,1,1,0,0.4783925686591276,4,3,4,4,2,4,5,5,5,5,5,3,5,3,0.0,0.0,1,4.071428571428571
0,0,0,1,0,0.0680533117932148,5,4,5,5,1,5,1,1,5,5,5,3,4,1,0.0,0.0,1,3.571428571428572
0,1,3,0,2,0.1050080775444265,3,3,4,4,4,4,4,4,2,1,4,2,3,4,0.025709219858156,0.0188340807174887,0,3.2857142857142856
0,1,0,1,0,0.4331583198707593,4,4,4,4,5,5,5,5,4,3,4,5,4,5,0.0,0.0,1,4.357142857142857
0,0,2,1,1,0.1661954765751211,2,2,2,1,2,2,2,2,5,5,4,1,1,2,0.0,0.0,0,2.357142857142857
0,0,1,1,1,0.1090468497576736,3,1,3,1,1,3,1,1,2,2,2,3,2,1,0.0310283687943262,0.0816143497757847,0,1.8571428571428568
0,1,2,1,0,0.0969305331179321,4,4,4,4,2,5,5,5,5,5,5,3,5,3,0.000886524822695,0.0,1,4.214285714285714
0,1,1,0,2,0.2930129240710823,4,5,3,3,1,3,1,1,4,3,5,3,4,1,0.0,0.0,0,2.9285714285714284
1,1,1,1,0,0.6942649434571891,3,3,5,3,4,3,5,5,5,4,5,4,5,2,0.0,0.0,1,4.0
0,1,2,1,0,0.412156704361874,3,5,5,5,2,3,2,3,3,3,3,4,3,3,0.0602836879432624,0.0475336322869955,0,3.357142857142857
0,1,2,1,1,0.1805331179321486,4,2,2,2,4,4,4,4,5,3,1,1,4,4,0.0,0.0,1,3.142857142857143
1,1,2,1,1,0.1074313408723748,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0.0,0.0,1,4.214285714285714
1,1,1,1,0,0.2047657512116316,2,2,2,2,5,5,5,5,3,3,5,3,5,5,0.0,0.0,1,3.7142857142857135
0,1,1,1,0,0.3919628432956381,4,4,3,4,5,5,5,5,3,1,1,3,1,5,0.0,0.0,1,3.5
1,1,0,0,2,0.1779079159935379,3,5,3,1,1,3,1,1,4,4,4,4,4,1,0.000886524822695,0.0188340807174887,0,2.7857142857142856
1,0,1,1,0,0.077140549273021,4,4,4,2,4,4,4,4,3,3,4,3,4,4,0.0,0.0,1,3.642857142857143
0,1,2,1,1,0.0726978998384491,2,4,4,4,2,2,2,2,2,5,4,5,1,2,0.0,0.0035874439461883,1,2.9285714285714284
1,1,1,1,0,0.1308562197092084,3,3,3,3,5,3,1,5,5,5,5,1,5,5,0.0,0.0,1,3.7142857142857135
0,1,2,1,0,0.1940630048465266,2,2,2,2,1,3,4,2,2,2,2,4,2,3,0.0115248226950354,0.0367713004484304,0,2.357142857142857
1,1,1,1,0,0.1231825525040387,2,3,3,3,2,2,2,2,4,2,3,3,4,2,0.0,0.0017937219730941,0,2.642857142857143
0,1,2,1,1,0.0555331179321486,4,1,3,1,4,4,4,4,2,2,1,1,4,4,0.0,0.0026905829596412,1,2.7857142857142856
0,1,1,0,1,0.0581583198707593,3,2,3,2,5,3,5,5,4,5,3,3,2,5,0.0,0.0053811659192825,0,3.571428571428572
1,1,3,0,1,0.1086429725363489,4,4,4,3,5,1,1,4,4,4,4,2,4,1,0.0053191489361702,0.000896860986547,0,3.2142857142857144
0,1,1,1,0,0.3459208400646203,3,3,3,3,2,4,5,3,3,4,3,4,3,5,0.0,0.0089686098654708,1,3.4285714285714284
1,1,3,1,2,0.1817447495961228,1,3,3,3,2,3,2,1,1,1,1,3,1,2,0.0150709219858156,0.0116591928251121,0,1.9285714285714288
0,1,2,1,0,0.7821082390953151,5,5,5,5,3,4,5,2,2,2,2,3,2,5,0.0,0.0,1,3.571428571428572
0,1,1,0,2,0.2005250403877221,3,2,3,2,5,3,1,5,3,2,3,1,3,5,0.0088652482269503,0.0125560538116591,0,2.9285714285714284
0,1,1,0,1,0.2613085621970921,4,5,4,2,1,4,5,1,4,5,3,3,4,1,0.0,0.0,0,3.2857142857142856
0,1,0,0,1,0.3665185783521809,4,4,4,4,4,4,4,4,3,1,2,2,3,4,0.0354609929078014,0.0412556053811659,0,3.357142857142857
1,0,1,1,2,0.2344507269789984,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0.0,0.0286995515695067,0,2.071428571428572
0,1,1,1,0,0.5436187399030695,2,1,2,2,3,5,4,4,4,4,4,4,4,3,0.0,0.0017937219730941,1,3.2857142857142856
0,1,1,1,0,0.474151857835218,1,1,1,1,2,4,5,4,4,4,4,4,4,5,0.0,0.0,1,3.142857142857143
0,1,2,1,1,0.0961227786752827,2,3,3,3,3,2,3,3,1,4,4,3,3,3,0.0079787234042553,0.0071748878923766,0,2.857142857142857
0,1,2,1,0,0.301292407108239,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0.0,0.0,1,3.2857142857142856
1,1,2,1,0,0.3386510500807754,5,5,5,5,3,4,4,4,4,4,4,5,4,3,0.0044326241134751,0.0,1,4.214285714285714
0,1,2,1,0,0.3059369951534733,2,2,2,2,3,5,4,4,4,4,4,5,4,4,0.0744680851063829,0.074439461883408,1,3.5
1,1,2,1,0,0.6540791599353797,1,1,1,1,3,4,4,5,5,5,5,5,5,5,0.0,0.0,1,3.571428571428572
0,1,1,1,0,0.2845315024232633,2,1,1,1,1,3,2,2,2,2,2,2,2,1,0.0,0.0062780269058295,0,1.7142857142857142
0,1,2,1,0,0.0246365105008077,1,1,1,1,5,4,5,5,5,5,5,5,5,5,0.0,0.0,1,3.7857142857142856
0,0,1,1,1,0.0207996768982229,4,0,4,4,4,4,4,4,4,4,2,3,5,4,0.0,0.0,1,3.571428571428572
1,0,2,1,1,0.010702746365105,3,5,3,1,5,3,5,5,5,5,3,5,4,5,0.0,0.0304932735426008,0,4.071428571428571
0,1,2,0,1,0.0767366720516962,4,5,4,3,1,4,1,1,5,4,5,5,5,1,0.0,0.0,0,3.4285714285714284
1,1,1,1,0,0.3794426494345719,2,2,2,2,2,2,2,2,4,3,4,4,4,2,0.0,0.0,0,2.642857142857143
0,0,1,1,1,0.2197092084006462,3,3,3,3,4,3,4,4,4,4,4,4,4,4,0.0,0.0,0,3.642857142857143
1,1,2,0,1,0.0726978998384491,1,5,1,3,4,4,4,4,4,1,4,3,4,5,0.0,0.0,0,3.357142857142857
1,1,1,0,1,0.090670436187399,2,3,2,3,3,2,3,3,3,2,3,3,4,3,0.0248226950354609,0.0116591928251121,0,2.7857142857142856
1,1,2,1,0,0.565831987075929,3,5,5,5,2,4,4,3,3,3,3,3,3,1,0.0,0.0,0,3.357142857142857
1,1,2,0,1,0.0617932148626817,2,2,2,4,2,4,4,5,5,2,5,1,5,3,0.0079787234042553,0.0,0,3.2857142857142856
1,1,2,0,1,0.1637722132471728,1,5,1,2,5,4,5,1,1,1,1,3,1,4,0.0,0.0,0,2.5
1,1,2,1,0,0.7411147011308563,5,5,3,5,2,4,5,4,4,4,4,4,4,5,0.0132978723404255,0.0035874439461883,1,4.142857142857143
1,1,1,0,1,0.1039983844911147,4,5,4,3,3,4,3,3,5,4,3,4,2,3,0.0097517730496453,0.0152466367713004,0,3.571428571428572
0,1,2,1,0,0.0547253634894992,2,2,2,2,1,4,3,5,5,5,5,5,5,3,0.0,0.0,1,3.5
1,1,2,1,0,0.7457592891760906,5,5,5,5,3,4,5,4,4,5,4,4,4,3,0.0,0.0,1,4.285714285714286
0,1,2,1,0,0.1037964458804523,5,5,5,5,5,5,4,4,4,4,4,3,4,5,0.0,0.0,1,4.428571428571429
1,0,1,1,0,0.18921647819063,4,0,5,3,2,5,2,2,5,5,5,4,4,2,0.0230496453900709,0.0260089686098654,1,3.4285714285714284
1,1,2,0,1,0.1330775444264943,1,4,1,5,2,5,5,2,2,1,2,4,2,5,0.0221631205673758,0.02152466367713,0,2.9285714285714284
0,1,2,0,0,0.1003634894991922,3,5,3,2,4,5,5,2,2,3,2,4,2,4,0.0,0.0,0,3.2857142857142856
1,1,1,0,1,0.316437802907916,1,1,1,3,1,1,1,1,3,4,1,4,2,1,0.0168439716312056,0.0026905829596412,0,1.7857142857142858
0,1,1,0,1,0.0444264943457189,5,5,0,2,2,0,2,2,5,5,4,5,4,2,0.0,0.0,1,3.071428571428572
1,1,1,0,1,0.1157108239095315,3,5,3,2,2,3,1,2,5,3,4,5,4,2,0.0859929078014184,0.0932735426008968,0,3.142857142857143
1,1,2,0,1,0.1003634894991922,2,4,2,1,2,5,5,1,1,2,2,3,1,5,0.0,0.0,0,2.571428571428572
0,1,1,1,2,0.1556946688206785,2,5,5,5,2,2,2,2,2,5,3,2,4,2,0.0,0.0,0,3.071428571428572
0,0,1,1,1,0.1039983844911147,3,3,3,4,2,3,2,2,1,2,4,1,3,2,0.0053191489361702,0.0080717488789237,0,2.5
1,1,1,1,0,0.4503231017770597,5,5,5,5,4,4,4,4,3,5,2,5,5,4,0.0,0.0,1,4.285714285714286
0,1,0,1,0,0.6775040387722133,2,3,4,4,2,3,2,2,4,3,4,3,4,2,0.0,0.0,0,3.0
1,1,2,1,0,0.1161147011308562,5,5,5,5,3,5,4,3,3,3,3,4,3,4,0.0168439716312056,0.0197309417040358,1,3.928571428571429
1,1,2,1,0,0.6389337641357028,2,1,1,1,3,3,4,2,2,2,2,2,2,3,0.0,0.0,0,2.142857142857143
0,1,2,1,1,0.0319063004846526,3,1,3,1,3,3,3,3,4,3,3,4,3,3,0.0,0.0,0,2.857142857142857
0,1,1,0,1,0.0537156704361874,2,5,5,1,2,5,2,2,5,2,4,5,5,2,0.0079787234042553,0.0,0,3.357142857142857
1,1,1,1,0,0.3869143780290791,4,4,4,4,5,5,5,5,4,4,4,5,5,5,0.4370567375886525,0.4349775784753363,1,4.5
0,1,2,0,0,0.1205573505654281,3,5,3,1,4,5,5,4,4,3,4,3,4,5,0.00177304964539,0.0035874439461883,0,3.7857142857142856
1,1,2,1,0,0.0757269789983845,1,0,0,3,1,3,4,3,3,0,3,2,3,1,0.0,0.0017937219730941,0,1.9285714285714288
1,1,1,1,0,0.0159531502423263,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0.0,0.0,1,3.857142857142857
1,1,1,1,0,0.0821890145395799,4,2,2,2,1,3,4,4,4,4,4,1,4,2,0.0709219858156028,0.0807174887892376,0,2.9285714285714284
0,1,1,1,0,0.3974151857835218,4,5,4,4,5,5,5,5,4,4,4,3,4,5,0.0,0.0035874439461883,1,4.357142857142857
1,1,1,1,0,0.6692245557350566,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0.0026595744680851,0.0170403587443946,1,4.285714285714286
0,1,2,0,1,0.5117124394184168,2,3,2,2,4,2,4,4,3,2,2,4,2,4,0.0062056737588652,0.0,0,2.857142857142857
1,1,1,0,1,0.0359450726978998,4,3,4,4,2,4,2,2,5,3,3,1,5,2,0.0,0.0,1,3.142857142857143
0,0,1,1,1,0.2150646203554119,2,2,2,2,1,2,4,1,3,3,4,4,4,1,0.00177304964539,0.0,0,2.5
1,1,2,0,1,0.1793214862681744,1,2,1,3,3,3,4,1,1,1,1,3,1,2,0.0,0.0062780269058295,0,1.9285714285714288
0,1,1,0,2,0.0341276252019386,5,2,0,4,1,0,1,1,4,5,3,3,3,1,0.0,0.0,1,2.357142857142857
0,1,2,0,1,0.032108239095315,1,4,1,2,3,1,3,3,5,4,5,5,5,3,0.0,0.0,0,3.2142857142857144
0,1,0,0,0,0.0696688206785137,3,5,3,1,2,3,3,2,4,5,5,5,5,2,0.050531914893617,0.0484304932735426,0,3.4285714285714284
1,1,3,0,1,0.0387722132471728,2,5,2,2,2,5,5,5,5,2,5,5,5,3,0.0159574468085106,0.0062780269058295,0,3.7857142857142856
0,1,3,1,0,0.0333198707592891,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0.0,0.0,1,3.071428571428572
0,1,0,0,1,0.0634087237479806,4,3,4,4,4,4,4,4,4,2,1,4,3,4,0.0035460992907801,0.0,0,3.5
1,1,0,0,1,0.180735056542811,2,5,2,2,4,2,4,4,3,2,4,3,4,4,0.0062056737588652,0.0,0,3.2142857142857144
1,1,2,1,0,0.544426494345719,3,5,5,5,1,3,4,3,3,3,3,3,3,4,0.0097517730496453,0.0367713004484304,0,3.4285714285714284
1,0,1,1,0,0.2102180936995153,4,4,4,3,2,4,2,2,5,4,4,3,4,2,0.0062056737588652,0.0170403587443946,1,3.357142857142857
1,1,2,1,0,0.7960420032310178,2,2,2,2,2,3,3,3,3,3,2,2,3,1,0.0,0.0,0,2.357142857142857
0,1,2,1,1,0.2376817447495961,5,5,4,4,5,5,5,5,1,2,4,1,1,5,0.0239361702127659,0.0,1,3.7142857142857135
1,1,2,0,2,0.2891760904684975,4,4,4,4,1,2,3,2,2,4,2,3,2,3,0.0,0.0,0,2.857142857142857
1,1,2,1,1,0.0339256865912762,5,4,4,4,3,2,3,5,5,5,5,1,5,4,0.0,0.0,1,3.928571428571429
0,1,1,0,1,0.0652261712439418,5,5,5,3,5,5,5,5,1,3,1,5,1,5,0.0,0.0,1,3.857142857142857
1,1,2,1,0,0.6411550888529888,3,3,3,3,1,2,3,3,3,3,3,3,3,3,0.0,0.0,0,2.7857142857142856
0,1,2,0,1,0.2845315024232633,5,5,5,1,4,5,4,4,5,3,5,3,4,4,0.0,0.0,1,4.071428571428571
1,1,3,0,1,0.0438206785137318,4,5,4,1,3,5,5,5,5,4,5,3,5,3,0.0035460992907801,0.0,1,4.071428571428571
0,1,2,1,0,0.0573505654281098,2,5,5,5,2,2,2,1,2,3,2,2,2,2,0.2437943262411347,0.2224215246636771,0,2.642857142857143
1,1,0,1,2,0.422859450726979,2,3,2,3,2,2,4,2,3,4,2,4,4,2,0.0,0.0116591928251121,0,2.7857142857142856
0,1,1,0,1,0.034935379644588,1,2,1,3,5,1,5,5,1,5,2,4,2,5,0.052304964539007,0.0484304932735426,0,3.0
0,1,0,0,1,0.1284329563812601,2,1,2,4,5,2,3,5,1,3,4,2,4,5,0.0,0.0071748878923766,0,3.071428571428572
0,1,2,1,0,0.2976575121163166,2,2,2,2,3,4,4,5,5,5,5,4,5,4,0.0141843971631205,0.0134529147982062,1,3.7142857142857135
0,1,2,1,0,0.0086833602584814,4,4,4,4,5,4,5,5,5,5,5,5,5,5,0.0,0.0,1,4.642857142857143
1,1,2,0,1,0.1100565428109854,4,4,4,3,5,4,5,5,5,4,5,3,5,3,0.0,0.0,0,4.214285714285714
1,1,2,1,0,0.4515347334410339,3,3,3,3,3,4,4,5,5,5,5,4,5,3,0.0,0.0,1,3.928571428571429
0,1,1,1,0,0.4806138933764136,4,2,2,2,4,3,4,4,2,1,3,1,2,4,0.0,0.0,0,2.7142857142857144
0,0,1,1,1,0.2267770597738287,4,4,4,4,3,4,3,3,3,5,3,1,3,3,0.0,0.0,0,3.357142857142857
1,1,0,1,0,0.380654281098546,4,4,4,4,5,5,5,5,5,5,4,5,5,5,0.0966312056737588,0.0780269058295964,1,4.642857142857143
0,1,2,1,0,0.5868336025848143,3,4,3,4,3,4,3,3,3,3,3,2,3,1,0.0,0.0,0,3.0
0,1,2,0,1,0.0222132471728594,2,4,2,3,4,2,4,4,2,2,3,3,3,4,0.0531914893617021,0.0493273542600896,0,3.0
1,1,3,0,1,0.2005250403877221,4,4,4,4,5,3,5,4,4,4,4,1,4,1,0.0,0.0,1,3.642857142857143
1,1,2,1,0,0.7907915993537965,3,4,4,4,3,4,4,3,3,3,3,4,3,3,0.0221631205673758,0.0143497757847533,0,3.4285714285714284
0,0,1,1,1,0.0523021001615508,0,3,0,4,4,0,4,4,3,2,3,1,4,4,0.0,0.0,1,2.571428571428572
0,1,3,0,1,0.3186591276252019,4,4,4,3,4,4,4,4,5,3,5,4,5,4,0.0177304964539007,0.0,0,4.071428571428571
1,1,2,1,1,0.1005654281098546,5,2,5,2,3,4,5,5,5,5,5,5,5,4,0.0,0.0,1,4.285714285714286
0,0,1,1,1,0.2041599353796446,3,3,3,1,4,3,4,4,4,5,1,5,4,4,0.0,0.0,0,3.4285714285714284
0,1,1,0,1,0.069264943457189,1,5,1,3,3,1,3,3,5,5,2,4,2,3,0.0,0.0,0,2.9285714285714284
1,0,1,1,0,0.3037156704361874,5,5,5,1,1,5,1,1,3,3,5,4,5,1,0.0062056737588652,0.0,1,3.2142857142857144
0,1,1,1,1,0.1062197092084006,1,2,4,2,1,1,2,1,4,4,4,3,3,1,0.0,0.0,0,2.357142857142857
1,1,3,0,2,0.4935379644588045,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0.0,0.0,0,4.142857142857143
1,1,2,1,0,0.3350161550888529,3,5,5,5,2,4,4,3,3,3,3,1,3,1,0.0,0.0,0,3.2142857142857144
0,1,2,1,0,0.3869143780290791,5,5,5,5,5,4,4,5,5,5,5,5,5,4,0.0026595744680851,0.0,1,4.785714285714286
0,1,1,0,1,0.0254442649434571,2,5,2,3,2,2,2,2,3,3,5,5,4,2,0.0044326241134751,0.0053811659192825,0,3.0
0,1,2,1,0,0.1829563812600969,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0.000886524822695,0.0,1,4.142857142857143
0,1,2,1,0,0.3640953150242326,3,3,3,3,4,4,4,5,5,5,5,4,5,4,0.0,0.0,1,4.071428571428571
0,1,2,0,1,0.1033925686591276,2,1,2,2,2,2,2,2,4,5,1,4,2,2,0.0301418439716312,0.0116591928251121,0,2.357142857142857
1,1,1,1,0,0.7722132471728596,0,0,0,1,4,5,5,1,1,1,1,3,1,3,0.0026595744680851,0.0053811659192825,1,1.8571428571428568
0,0,1,1,0,0.1579159935379644,3,3,3,3,4,3,2,4,2,2,3,2,2,4,0.0115248226950354,0.0062780269058295,0,2.857142857142857
1,1,2,0,1,0.3208804523424878,2,4,2,3,5,5,4,3,3,2,3,5,3,5,0.0,0.0,0,3.5
0,1,2,0,1,0.0904684975767366,2,0,5,2,5,5,5,5,4,2,4,3,4,5,0.0,0.0,0,3.642857142857143
0,1,1,0,1,0.3600565428109855,3,5,3,2,4,3,4,4,3,4,5,5,4,4,0.0,0.0,0,3.7857142857142856
0,0,1,1,1,0.1147011308562197,0,0,0,1,5,0,5,5,3,3,5,3,4,5,0.0053191489361702,0.0,1,2.7857142857142856
0,1,3,1,1,0.1956785137318255,4,2,2,2,4,4,4,4,2,2,1,2,1,4,0.0062056737588652,0.0,1,2.7142857142857144
1,1,1,0,1,0.0617932148626817,3,5,3,2,1,3,1,1,4,2,5,3,5,1,0.0,0.0,0,2.7857142857142856
1,1,3,0,2,0.0710823909531502,2,5,2,3,5,4,3,4,4,2,4,4,4,2,0.0,0.0,0,3.4285714285714284
1,1,0,1,0,0.1569063004846526,4,4,4,4,4,4,4,3,5,4,5,4,3,4,0.1985815602836879,0.1982062780269058,1,4.0
1,1,1,1,1,0.0541195476575121,4,5,5,5,4,3,4,4,3,2,2,2,2,4,0.0,0.0,0,3.5
1,1,0,0,1,0.1997172859450727,2,4,2,3,5,2,5,5,2,3,4,2,4,5,0.0,0.0278026905829596,0,3.4285714285714284
0,1,1,0,2,0.5159531502423264,2,5,2,5,2,5,5,5,4,4,5,5,5,5,0.0,0.02152466367713,0,4.214285714285714
1,1,2,1,0,0.2817043618739903,2,2,2,2,5,4,4,5,5,5,5,3,5,3,0.0363475177304964,0.0251121076233183,1,3.7142857142857135
0,1,1,0,1,0.0234248788368336,4,1,4,2,2,4,2,2,2,2,2,4,2,2,0.0053191489361702,0.0035874439461883,1,2.5
1,1,1,0,1,0.1983037156704362,4,4,4,3,2,4,3,2,3,4,3,2,4,2,0.0,0.0,0,3.142857142857143
0,1,2,1,0,0.3919628432956381,1,1,5,1,2,3,4,1,1,2,1,5,1,4,0.0,0.0,1,2.2857142857142856
1,1,2,0,1,0.1983037156704362,4,2,4,3,1,4,4,4,4,4,4,1,4,3,0.0585106382978723,0.0690582959641255,0,3.2857142857142856
1,1,1,1,0,0.0389741518578352,2,2,2,2,4,4,4,4,5,2,5,5,5,4,0.0,0.0,1,3.571428571428572
1,1,2,1,0,0.3566235864297253,2,2,2,2,3,4,4,3,3,4,3,5,3,4,0.0053191489361702,0.0,1,3.142857142857143
1,1,3,1,2,0.1554927302100161,4,1,1,1,2,5,3,4,4,4,4,4,4,2,0.0,0.0,1,3.071428571428572
0,1,1,1,0,0.6892164781906301,2,5,1,5,3,4,4,2,2,2,2,3,2,4,0.0,0.0,0,2.9285714285714284
0,1,2,1,0,0.2150646203554119,5,5,5,5,3,5,5,4,4,4,4,5,4,3,0.0,0.0,1,4.357142857142857
0,1,2,1,0,0.2197092084006462,4,4,4,4,3,4,4,4,4,4,4,5,4,5,0.0,0.0349775784753363,1,4.071428571428571
1,1,3,0,1,0.1098546042003231,4,4,4,1,2,4,4,3,3,4,2,5,3,4,0.0,0.000896860986547,0,3.357142857142857
0,0,1,1,0,0.3459208400646203,3,3,3,2,5,3,5,5,4,3,3,5,4,5,0.0,0.0,0,3.7857142857142856
1,1,1,1,0,0.0199919224555735,0,5,0,3,1,1,1,1,3,2,4,4,5,1,0.0283687943262411,0.0224215246636771,1,2.2142857142857144
1,1,2,0,1,0.2025444264943457,3,2,3,3,2,3,3,1,1,3,1,3,1,1,0.0,0.0,0,2.142857142857143
0,0,0,1,1,0.0809773828756058,2,4,2,3,2,2,2,2,3,2,4,3,3,2,0.0,0.0,0,2.571428571428572
1,1,1,0,1,0.2958400646203554,3,1,3,4,3,3,3,3,4,3,3,4,4,3,0.0,0.0,0,3.142857142857143
1,0,2,1,1,0.0266558966074313,2,0,2,4,4,2,4,4,4,3,2,4,5,4,0.0,0.0026905829596412,0,3.142857142857143
1,0,0,1,1,0.1308562197092084,1,1,1,4,1,1,1,1,1,2,4,1,4,1,0.0567375886524822,0.0789237668161434,0,1.7142857142857142
1,1,1,0,1,0.132875605815832,4,5,4,4,2,4,2,2,3,5,4,3,5,2,0.0,0.0,0,3.5
0,1,2,0,1,0.0735056542810985,3,3,3,3,1,3,1,1,5,3,3,3,3,1,0.000886524822695,0.0,0,2.571428571428572
0,1,1,1,0,0.5597738287560582,5,5,4,5,3,5,5,4,4,4,4,3,4,5,0.0,0.0,1,4.285714285714286
1,0,1,1,1,0.1924474959612278,3,3,3,3,5,3,4,5,1,4,2,3,3,5,0.0,0.0,0,3.357142857142857
1,1,2,1,0,0.1760904684975767,3,5,5,5,4,4,3,3,3,2,3,4,3,2,0.0,0.0,0,3.5
0,0,1,1,0,0.0866316639741518,4,4,4,4,5,4,5,5,5,2,5,4,4,5,0.0026595744680851,0.0,1,4.285714285714286
0,1,1,1,2,0.0397819063004846,5,1,1,1,5,5,5,5,4,3,3,2,5,5,0.0,0.0,1,3.571428571428572
1,1,1,0,1,0.1910339256865912,2,4,2,1,2,2,2,2,3,4,4,4,5,2,0.0,0.0,0,2.7857142857142856
1,0,1,1,0,0.1298465266558966,4,4,4,4,5,4,5,5,5,2,5,3,5,5,0.0,0.0,1,4.285714285714286
1,1,2,0,1,0.1470113085621971,4,5,4,4,4,4,4,4,5,2,5,3,5,4,0.0,0.0,0,4.071428571428571
1,1,1,1,0,0.3311793214862681,1,1,1,1,5,5,5,5,5,4,5,2,3,5,0.0,0.0,1,3.4285714285714284
1,1,0,0,1,0.0516962843295638,1,5,5,2,1,5,1,1,3,4,5,5,4,1,0.026595744680851,0.0134529147982062,0,3.071428571428572
0,1,1,1,0,0.5533117932148628,4,2,2,2,4,4,4,4,1,1,3,2,3,4,0.0079787234042553,0.0,0,2.857142857142857
